timestamp,value,metric,unit,interval,network,fetch_timestamp,dataset_type
2025-10-16 22:10:00+10:00,22268.334,power,MW,5m,NEM,2025-10-23 05:47:16.108045,fivemin_1week
2025-10-16 22:15:00+10:00,22147.108,power,MW,5m,NEM,2025-10-23 05:47:16.108045,fivemin_1week
2025-10-16 22:20:00+10:00,22285.629,power,MW,5m,NEM,2025-10-23 05:47:16.108045,fivemin_1week
2025-10-16 22:25:00+10:00,22151.443,power,MW,5m,NEM,2025-10-23 05:47:16.108045,fivemin_1week
2025-10-16 22:30:00+10:00,21899.754,power,MW,5m,NEM,2025-10-23 05:47:16.108045,fivemin_1week
2025-10-16 22:35:00+10:00,21858.952,power,MW,5m,NEM,2025-10-23 05:47:16.108045,fivemin_1week
2025-10-16 22:40:00+10:00,21938.388,power,MW,5m,NEM,2025-10-23 05:47:16.108045,fivemin_1week
2025-10-16 22:45:00+10:00,21755.004,power,MW,5m,NEM,2025-10-23 05:47:16.108045,fivemin_1week
2025-10-16 22:50:00+10:00,21493.745,power,MW,5m,NEM,2025-10-23 05:47:16.108045,fivemin_1week
2025-10-16 22:55:00+10:00,21365.883,power,MW,5m,NEM,2025-10-23 05:47:16.108045,fivemin_1week
2025-10-16 23:00:00+10:00,21313.004,power,MW,5m,NEM,2025-10-23 05:47:16.108045,fivemin_1week
2025-10-16 23:05:00+10:00,21217.895,power,MW,5m,NEM,2025-10-23 05:47:16.108045,fivemin_1week
2025-10-16 23:10:00+10:00,21415.54,power,MW,5m,NEM,2025-10-23 05:47:16.108045,fivemin_1week
2025-10-16 23:15:00+10:00,21268.933,power,MW,5m,NEM,2025-10-23 05:47:16.108045,fivemin_1week
2025-10-16 23:20:00+10:00,21252.216,power,MW,5m,NEM,2025-10-23 05:47:16.108045,fivemin_1week
2025-10-16 23:25:00+10:00,21217.734,power,MW,5m,NEM,2025-10-23 05:47:16.108045,fivemin_1week
2025-10-16 23:30:00+10:00,21145.012,power,MW,5m,NEM,2025-10-23 05:47:16.108045,fivemin_1week
